Offer_Score,Claim_Amt,Current_Premium,Car_Price,LoanReason,JobType,Car_Age,DerogatoryMarks,Delinquencies,CredLineAge,Inquiries,CredLines,Rating_Category,CustID
0,8300,44783,63424,HomeImp,Other,2,0,,97.90083621,,12,36.5878698,HK00473
0,8300,45842,50006,DebtCon,Other,16,0,0,90.65307013,0,12,31.36082195,HK00482
0,8300,101150,115215,HomeImp,Office,23,0,0,130.2563294,0,12,36.50599948,HK00491
0,8300,67839,76502,DebtCon,ProfExe,9,0,0,58.56017401,3,24,38.97429353,HK00500
0,8300,35343,51986,DebtCon,Other,10,0,0,242.818967,1,31,37.96660602,HK00509
0,8400,82597,83858,HomeImp,Other,25,0,0,350.5681362,1,47,28.91075714,HK00518
0,8400,62583,77481,DebtCon,Office,6,0,0,98.67270509,2,15,26.30838033,HK00527
0,8400,60995,78444,HomeImp,Mgr,4,0,1,123.7385166,0,23,26.9327076,HK00536
0,8400,84666,123613,HomeImp,Other,8,,,,,,39.65832005,HK00546
0,8400,,39106,HomeImp,Other,,,1,80.07533919,0,10,35.6835022,HK00555
1,8400,48032,95213,HomeImp,Office,5,1,4,326.6795905,0,30,38.19168174,HK00564
0,8400,57694,70782,HomeImp,Other,4,0,0,125.7103247,0,34,37.62278555,HK00573
0,8400,85136,125912,HomeImp,Other,9,,,,,,40.71517804,HK00582
0,8400,102894,117799,HomeImp,Other,9,,,420.0981644,1,49,39.63319009,HK00591
0,8500,,32907,HomeImp,Office,18,0,0,169.9453877,1,15,35.31271048,HK00600
1,8500,30077,42770,DebtCon,Office,0.25,0,0,89.26666667,0,10,,HK00609
1,8500,18240,40200,HomeImp,Other,1,0,1,306.4,0,12,,HK00618
0,8500,50031,57276,DebtCon,Office,0,0,0,171.2128147,0,21,35.15870257,HK00627
0,8500,49266,64461,DebtCon,Other,22,0,0,264.4080231,3,29,37.97675792,HK00637
0,8500,,27873,HomeImp,Office,21,0,0,190.0618702,0,15,38.3754061,HK00646
0,8500,78346,82226,HomeImp,Other,22,0,0,320.3495426,1,47,30.19939952,HK00655
0,8500,47777,78979,HomeImp,Other,18,0,0,202.9542765,1,16,34.8286475,HK00664
0,8500,53459,62678,DebtCon,Mgr,13,0,0,116.8634491,0,18,30.05290208,HK00673
0,8500,77954,82965,HomeImp,Other,25,0,0,350.7763043,1,46,28.58451556,HK00682
1,8500,29383,45900,DebtCon,ProfExe,8,0,0,122.1333333,0,22,,HK00691
0,8500,6424,32365,,,,,,,,,33.9044645,HK00700
0,8500,58327,75044,HomeImp,Mgr,2,0,2,123.3653563,0,22,28.11181383,HK00709
0,8500,79484,87893,DebtCon,Other,1,0,0,123.6188031,1,10,35.75908385,HK00718
0,8500,73208,88588,DebtCon,Mgr,10,0,0,114.5525823,0,23,30.08248898,HK00728
0,8600,,54905,HomeImp,Other,8,0,0,308.6501174,2,13,32.5539761,HK00737
0,8600,,47791,,,,,,,,,14.39253608,HK00746
0,8600,21000,79000,HomeImp,ProfExe,21,0,0,239.4333333,0,11,,HK00755
0,8600,58846,72733,DebtCon,ProfExe,14,0,0,233.1716005,3,32,39.77508785,HK00764
0,8600,57727,70828,HomeImp,Other,5,0,0,87.84531097,3,19,41.75352499,HK00773
0,8600,22960,80874,HomeImp,ProfExe,20,0,0,238.7026834,0,11,25.8873199,HK00782
0,8600,75464,84263,HomeImp,Other,21,0,0,352.6582712,0,47,28.19671491,HK00791
0,8600,76703,100862,HomeImp,Other,0,0,1,174.5571202,0,31,34.38623066,HK00800
0,8600,124810,176581,DebtCon,Other,8,0,0,213.3028848,1,19,32.87645851,HK00809
0,8700,58007,73069,DebtCon,ProfExe,14,0,0,240.4372819,3,31,37.89748089,HK00819
0,8700,87415,201689,HomeImp,Self,13,0,0,13.92475912,,7,20.25386389,HK00828
1,8700,62600,77600,DebtCon,Other,0.5,1,0,351.0333333,3,13,,HK00837
0,8700,77377,97070,DebtCon,Mgr,3,0,0,68.85487717,2,24,38.21772578,HK00846
0,8700,30716,84778,HomeImp,ProfExe,19,0,0,219.0852356,0,10,23.80889415,HK00855
0,8700,53504,66888,DebtCon,Mgr,7,,3,112.1751208,2,10,39.31877226,HK00864
0,8700,78817,115527,DebtCon,Office,1,0,0,221.5515413,1,37,16.37841295,HK00873
0,8700,,32855,HomeImp,,,,,,,,35.93790268,HK00882
0,8700,51950,67475,HomeImp,Other,4.5,0,1,246.4666667,2,16,,HK00891
0,8700,62400,81315,DebtCon,Office,6,0,0,98.02887044,2,14,26.62089773,HK00900
0,8700,56904,64122,DebtCon,Mgr,5,,4,119.5554734,2,11,38.6956146,HK00910
1,8800,12750,,HomeImp,Office,23,,,,,,,INDO00004
1,8800,108608,,DebtCon,Mgr,0,0,6,253.4717586,4,23,,INDO00008
1,8800,2800,18361,HomeImp,Other,2,3,1,107.7666667,4,3,,INDO00012
0,8800,135899,202788,DebtCon,ProfExe,1,0,0,53.76762152,1,23,35.93202507,INDO00016
1,8800,67200,80300,HomeImp,Other,10,4,1,135.8666667,1,33,,INDO00020
1,8800,33395,51057,DebtCon,Office,2,0,0,80.82247969,1,20,16.88303101,INDO00024
1,8800,32169,37533,DebtCon,Other,3,0,0,74.44929477,3,19,25.34174093,INDO00028
0,8800,56963,70607,HomeImp,Other,4,0,0,99.76441458,3,19,40.34526073,INDO00032
0,8800,74562,89695,HomeImp,Other,24,0,0,338.7767458,1,47,28.43971651,INDO00036
0,8800,101717,122299,HomeImp,Other,11,,,402.7404817,1,49,38.42142758,INDO00041
0,8800,,74928,,,,,,,,,23.98891307,INDO00045
0,8800,55990,89673,HomeImp,Other,18,0,0,184.6259659,0,29,27.70164974,INDO00049
0,8900,80334,87448,DebtCon,Mgr,18,0,0,279.8765502,0,23,38.51399745,INDO00053
0,8900,111493,133191,DebtCon,Self,6,0,0,159.4326981,0,19,34.3711489,INDO00057
0,8900,58503,74706,HomeImp,Other,6,0,0,243.9359963,1,16,36.79323717,INDO00061
1,8900,60782,100000,HomeImp,ProfExe,14,0,8,129.8666667,0,36,,INDO00065
1,8900,133847,157399,HomeImp,ProfExe,17,0,2,70.88414409,0,12,34.70233074,INDO00069
1,8900,147801,157335,HomeImp,Other,4,0,0,85.57486576,4,21,34.75656038,INDO00073
0,8900,,49147,HomeImp,Other,,,,110.5095805,,8,37.10814206,INDO00077
0,9000,81248,92503,DebtCon,Other,0,0,0,121.1996495,2,10,37.39023989,INDO00082
1,9000,90969,108606,HomeImp,Mgr,5,5,2,113.2575091,5,28,27.34759661,INDO00086
0,9000,79259,84322,HomeImp,Other,22,0,0,359.3322724,1,47,29.67139034,INDO00090
0,9000,56162,75526,HomeImp,Other,6,0,0,127.7869696,0,15,35.73405682,INDO00094
0,9000,8221,38290,DebtCon,Other,4,0,0,266.3837994,0,12,23.70306719,INDO00098
0,9000,56930,67557,DebtCon,Other,0,0,1,118.6995161,2,18,36.68688204,INDO00102
1,9000,52257,58275,DebtCon,Sales,5,0,0,80.25180099,0,21,34.14472595,INDO00106
1,9000,84532,104000,DebtCon,ProfExe,3,0,0,50.66666667,1,3,,INDO00110
0,9000,,63684,HomeImp,Other,,0,0,358.0666667,0,7,,INDO00114
0,9000,47350.86,105000,DebtCon,ProfExe,6,0,1,227.2666667,0,10,,INDO00118
0,9000,82700,121000,DebtCon,Office,9,0,0,131.9,1,22,,INDO00123
1,9000,43881,56000,DebtCon,Other,5,0,3,73.03333333,3,28,,INDO00127
0,9000,56226,67466,HomeImp,Other,7,0,0,126.7450871,0,16,33.98784698,INDO00131
1,9000,32539,65440,HomeImp,Office,5,,,,,,42.36894433,INDO00135
0,9000,131108,199295,DebtCon,ProfExe,1,0,0,61.0009855,1,22,35.93061089,INDO00139
0,9000,55367,79819,DebtCon,Office,5,0,0,101.281185,1,15,27.1892129,INDO00143
0,9100,,50391,,,,,,,,,15.02470583,INDO00147
1,9100,,11550,HomeImp,Other,,0,0,51.93333333,1,3,,INDO00151
0,9100,24721,34462,DebtCon,Other,1,0,0,28.10052036,9,7,27.52068217,INDO00155
0,9100,46406,56134,HomeImp,Other,9,0,0,93.85346069,3,34,39.46633033,INDO00159
0,9100,59430,76897,HomeImp,Other,5,0,1,246.0951091,1,16,37.47092338,INDO00164
0,9200,71994,95525,DebtCon,Other,16,,,126.8164392,3,16,25.62193049,INDO00168
0,9200,92395,114494,HomeImp,Office,24,0,0,130.3767882,1,11,39.11215036,INDO00172
1,9200,64900,78000,DebtCon,Mgr,10,0,0,122.7666667,2,24,,INDO00176
1,9200,70715,85000,DebtCon,Office,26,0,0,143.0666667,2,23,,INDO00180
0,9200,52531,66491,DebtCon,Mgr,11,0,0,122.2285343,1,19,32.65762889,INDO00184
0,9200,48130,62358,DebtCon,Other,15,0,4,219.657131,0,36,27.61706343,INDO00188
0,9200,69657,89082,DebtCon,,3,0,0,217.3211547,0,16,28.74989037,INDO00192
0,9300,79724,105493,DebtCon,Mgr,2,0,0,63.43088731,2,23,39.38611808,INDO00196
0,9300,73252,100537,DebtCon,ProfExe,2,0,0,99.77452712,0,26,34.51463507,INDO00200
0,9300,79133,100033,DebtCon,Other,3,0,0,102.1630274,2,31,40.79463545,INDO00205
0,9300,58051,65334,DebtCon,Mgr,6,,,113.2818573,,23,41.86003981,INDO00209
1,9300,24000,37125,DebtCon,Office,3.5,1,1,148.0333333,2,19,,INDO00213
0,9300,53772,71497,HomeImp,Mgr,2,0,2,136.0800299,0,23,29.68667084,INDO00217
0,9300,,44108,HomeImp,Other,,,,290.818074,,12,29.74359996,INDO00221
0,9400,49484,59137,DebtCon,Other,10,0,0,102.2726766,0,22,37.26913108,INDO00225
0,9400,,50575,HomeImp,Other,,,,99.06951832,,8,35.9078154,INDO00229
0,9400,56508,78358,DebtCon,,17,0,0,141.9311562,0,11,32.32749505,INDO00233
0,9400,81596,116738,HomeImp,Office,28,0,0,338.6290354,1,38,34.16951368,INDO00237
0,9400,61185,65302,DebtCon,Other,1,0,2,117.1710044,2,18,35.61194388,INDO00241
0,9400,122412,178547,DebtCon,Other,7,0,0,226.0888071,0,19,35.46338698,INDO00246
0,9400,53756,76077,HomeImp,Office,12,2,0,244.1166529,2,29,33.37457063,INDO00250
0,9400,92340,125451,DebtCon,Office,7,0,0,129.1137248,1,22,36.3499746,INDO00254
0,9400,53244,62245,DebtCon,Other,23,0,0,276.787744,3,28,37.82185151,INDO00258
0,9400,77410,116693,DebtCon,Office,0,0,0,245.0836519,0,37,17.17690066,INDO00262
0,9500,41541,57280,DebtCon,Other,6,0,0,69.22936935,1,10,29.16012708,INDO00266
0,9500,47019,59413,DebtCon,Other,4,0,0,78.02555168,0,11,31.41813239,INDO00270
0,9500,131394,162449,HomeImp,ProfExe,10,0,0,222.0095049,0,18,19.55124299,INDO00274
0,9500,70000,85000,DebtCon,ProfExe,9,0,1,175.5666667,1,12,,INDO00278
0,9500,21900,35250,HomeImp,Mgr,16,0,0,59.86666667,1,10,,INDO00282
0,9500,59494,75930,HomeImp,Other,0,0,0,98.99850784,0,6,36.88843637,INDO00287
0,9500,58185,64576,DebtCon,Mgr,6,,4,127.8552645,1,11,38.29830913,INDO00291
1,9500,,40000,HomeImp,Other,10,0,0,36.5,1,1,,INDO00295
0,9600,62405,69459,DebtCon,Other,0,0,2,86.43183174,2,18,36.26033127,INDO00299
0,9600,45158,55455,DebtCon,Other,15,0,0,82.71313688,0,12,30.931518,INDO00303
0,9600,84333,201281,HomeImp,Self,14,0,0,13.21305726,,7,17.82563094,INDO00307
0,9600,70589,99384,HomeImp,Other,0,0,1,176.4674623,0,31,34.23478958,INDO00311
0,9600,53196,63942,DebtCon,Other,16,0,4,227.563684,0,36,24.01676994,INDO00315
0,9600,56224,60260,DebtCon,Other,15,0,3,219.7420453,0,36,25.43946354,INDO00319
0,9600,46683,61773,DebtCon,Office,1,0,0,171.058449,1,20,38.00528931,INDO00323
0,9600,,56900,,,,,,,,,14.43523879,INDO00328
0,9600,45240,60136,DebtCon,Other,2,0,1,83.06675091,0,19,38.45430002,INDO00332
0,9600,44553,48626,HomeImp,Mgr,20,0,1,226.4521595,0,18,35.55592289,INDO00336
0,9700,53527,58605,DebtCon,Office,4,0,0,75.58454258,3,12,36.70953891,INDO00340
0,9700,108000,210000,HomeImp,ProfExe,2.3,0,0,124.8333333,1,15,,INDO00344
1,9700,53000,56000,DebtCon,Office,2,0,0,75.03333333,5,18,,INDO00348
1,9700,73085,92000,DebtCon,Other,8,0,3,173.5,0,34,,INDO00352
0,9700,63488,74374,DebtCon,Office,5,0,0,106.5894523,2,15,26.89601277,INDO00356
0,9700,8852,60599,HomeImp,Other,7,2,1,359.1044913,1,21,16.87198276,INDO00360
1,9700,32660,54536,DebtCon,Office,0,0,0,156.4821057,0,13,67.32490355,INDO00364
0,9700,,54385,HomeImp,Other,10,0,0,314.7328327,1,13,34.17040354,INDO00369
0,9800,15021,31900,DebtCon,Other,6,0,0,276.7342017,0,11,22.29124919,INDO00373
0,9800,136154,203815,DebtCon,ProfExe,1,0,0,70.85332764,2,23,35.8789883,INDO00377
0,9800,79405,111563,DebtCon,Office,0,0,0,240.9429936,1,38,19.33281003,INDO00381
0,9800,74962,108730,HomeImp,ProfExe,4,0,1,76.39241605,1,33,37.32134756,INDO00385
0,9800,49298,73426,HomeImp,Office,9,3,1,242.3890162,1,29,34.69036125,INDO00389
0,9800,69919,100267,DebtCon,Other,16,,,130.8860074,3,15,26.83504341,INDO00393
0,9800,32550,52554,DebtCon,Other,12,0,0,229.5127411,1,32,37.92308809,INDO00397
0,9800,54681,74097,DebtCon,Other,2,0,1,106.8888937,3,18,36.61866086,INDO00401
0,9800,80267,209931,HomeImp,Self,14,0,0,0.50711453,,8,19.9696287,INDO00405
0,9800,78022,103466,DebtCon,Mgr,1,0,0,83.83533849,2,24,37.43461536,INDO00410
0,9800,52973,65481,HomeImp,Other,10,0,0,101.4726677,2,33,36.878297,INDO00414
0,9800,55330,78154,HomeImp,Mgr,2,0,1,122.7055369,0,23,28.89610186,INDO00418
0,9800,63891,72980,DebtCon,ProfExe,7,0,0,32.41493353,2,24,39.37186986,INDO00422
0,9900,60488,75507,HomeImp,Other,3,0,0,239.43364,1,17,38.47307527,INDO00426
0,9900,35448,58056,DebtCon,Other,11,0,0,229.5228444,1,31,37.2974321,INDO00430
1,9900,88236,104953,DebtCon,ProfExe,1,0,0,51.64870524,0,2,28.62263209,INDO00434
0,9900,28432,36605,HomeImp,Office,0,0,0,111.5316253,1,29,37.58819565,INDO00438
0,9900,8673,37244,DebtCon,Other,4,0,0,256.6805839,0,12,24.49628632,INDO00442
0,9900,47367,114837,DebtCon,ProfExe,4,0,0,210.4355336,0,10,25.04210854,INDO00446
0,9900,108155,219936,HomeImp,ProfExe,2,0,0,126.9393774,1,15,27.99205166,INDO00451
0,9900,47865,88105,HomeImp,Other,18,0,0,203.0239914,0,17,34.55330539,INDO00455
0,9900,84920,201713,HomeImp,Self,13,0,0,3.04438414,,8,21.05764132,INDO00459
0,9900,54961,70609,DebtCon,Mgr,6,,4,105.9346916,2,11,40.70254787,INDO00463
0,9900,26427,87134,HomeImp,ProfExe,20,0,0,244.3652465,0,11,25.00396549,INDO00467
0,9900,55342,72357,DebtCon,Mgr,7,,3,111.9988549,1,11,39.87034036,INDO00471
1,9900,59206,75690,HomeImp,Office,6,0,2,288.3950585,1,19,30.77602786,INDO00475
0,10000,68807,76581,HomeImp,Office,14,0,0,237.6478941,0,32,42.33557351,INDO00479
0,10000,,49266,,,,,,,,,15.59729023,INDO00483
1,10000,22000,41250,HomeImp,Mgr,5,0,0,97.96666667,0,21,,INDO00487
1,10000,20500,54600,HomeImp,Self,15,0,0,160.3333333,2,11,,INDO00492
1,10000,28000,73250,HomeImp,Other,2,0,0,28.96666667,4,12,,INDO00496
1,10000,57238,101500,DebtCon,ProfExe,10,0,0,106.8333333,0,36,,INDO00500
1,10000,31253,65450,DebtCon,Other,21,0,0,172.0333333,0,16,,INDO00504
0,10000,7718,77750,DebtCon,Other,8,0,0,261.8,0,14,,INDO00508
0,10000,63005,78500,DebtCon,Other,3,,,171.7666667,,35,,INDO00512
0,10000,31000,58240,DebtCon,Mgr,,,,,,,,INDO00516
0,10000,66000,89145,DebtCon,Office,9,0,0,215.0333333,3,29,,INDO00520
0,10000,124000,192000,HomeImp,Office,0,0,1,346.9666667,0,16,,INDO00524
0,10000,57068,72000,,Other,12,0,0,257.7,0,27,,INDO00528
0,10000,131589,156000,HomeImp,ProfExe,5,0,1,419.0333333,1,43,,INDO00533
0,10000,147234,175300,HomeImp,Office,6,0,0,192.7666667,1,56,,INDO00537
1,10000,19225.53,35500,HomeImp,Office,5,0,2,186,1,10,,INDO00541
1,10000,41741,56000,DebtCon,Office,3,0,0,20.23333333,2,6,,INDO00545
1,10000,46946,65000,HomeImp,Office,7.2,0,1,80.1,1,12,,INDO00549
1,10000,99600,125500,DebtCon,Office,8,0,0,80.1,3,21,,INDO00553
1,10000,49000,70000,HomeImp,Other,,0,3,190.7333333,1,12,,INDO00557
1,10000,48840,58740,HomeImp,Other,15,2,2,194.8,0,39,,INDO00561
1,10000,84000,132965,DebtCon,Sales,30,0,0,325.6333333,1,24,,INDO00565
1,10000,65000,80000,DebtCon,Other,2,0,0,26.36666667,3,2,,INDO00569
1,10000,59543,86800,DebtCon,Other,9,3,1,152.1333333,2,51,,INDO00574
1,10000,50070,60670,HomeImp,Other,5,2,0,15.23333333,0,1,,INDO00578
1,10000,16288,48600,DebtCon,Other,24,0,0,268.8333333,1,16,,INDO00582
1,10000,,65088,HomeImp,Mgr,3.5,4,5,205.0666667,2,39,,INDO00586
1,10000,,79500,DebtCon,ProfExe,19,0,0,285.1,2,7,,INDO00590
1,10000,91000,110000,DebtCon,Other,16,1,3,123.7666667,2,22,,INDO00594
1,10000,66399,78000,,ProfExe,0.9,0,0,112.6,0,15,,INDO00598
0,10000,127319,194992,HomeImp,Office,1,0,1,337.6899717,0,16,41.44750595,INDO00602
0,10000,133879,157446,HomeImp,ProfExe,6,0,1,421.3628722,1,42,30.6069987,INDO00606
0,10000,64375,72418,DebtCon,ProfExe,14,0,0,207.6173064,3,31,38.86794908,INDO00610
0,10000,114643,130127,DebtCon,Self,5,0,1,160.6678931,0,19,33.92004439,INDO00615
0,10100,114590,215784,HomeImp,ProfExe,2,0,0,123.1691828,0,14,27.84508378,INDO00619
0,10100,45493,54605,HomeImp,Mgr,21,0,1,234.5917784,0,18,36.59466404,INDO00623
0,10100,87942,106000,DebtCon,Other,13,0,0,219.3852784,2,16,40.75164798,INDO00627
0,10100,32608,47377,HomeImp,Other,9,0,0,67.38706567,0,3,35.69019304,INDO00631
0,10100,66393,85605,DebtCon,Office,6,1,1,203.6995629,3,29,37.66930513,INDO00635
1,10100,,25300,DebtCon,Other,,1,0,122.3,1,5,,INDO00639
0,10100,137299,200339,DebtCon,ProfExe,0,0,0,66.35759046,2,23,35.2377013,INDO00643
0,10100,47426,68820,DebtCon,Other,16,0,4,220.7609123,0,36,24.01951269,INDO00647
0,10100,68820,78830,DebtCon,Other,2,,,170.7224523,,34,29.20675283,INDO00651
0,10100,72136,89437,DebtCon,,5,0,0,205.7371252,0,15,30.79876353,INDO00656
0,10100,126358,180305,DebtCon,Other,8,0,0,199.3505297,1,20,32.03362879,INDO00660
0,10100,58446,71145,HomeImp,Other,4,0,1,244.6243676,1,15,38.11730639,INDO00664
0,10100,63283,82912,HomeImp,Other,0,0,0,99.81625825,1,7,38.37053971,INDO00668
0,10100,93085,110069,DebtCon,Other,13,0,0,206.799179,3,16,40.56989706,INDO00672
0,10100,,69451,,,,,,,,,22.51968544,INDO00676
0,10200,44000,57000,DebtCon,Other,0,1,0,191.7333333,2,13,,INDO00680
0,10200,55539,65357,DebtCon,Mgr,5,0,0,190.9459308,1,17,28.64082373,INDO00684
0,10200,59907,71580,DebtCon,ProfExe,14,0,0,237.9481372,2,32,36.40094666,INDO00688
1,10200,52310,74117,DebtCon,Other,13,0,3,118.6957855,2,23,,INDO00692
0,10200,54900,79000,DebtCon,Office,14,0,0,113.6333333,0,24,,INDO00697
1,10200,48670,90444,HomeImp,Other,,1,1,89.35547488,,7,39.15104729,INDO00701
0,10200,38223,60728,DebtCon,Mgr,,,,,,,35.34785383,INDO00705
0,10200,34522,43076,HomeImp,Other,9,0,0,92.90754834,0,3,36.84535669,INDO00709
1,10200,29581,39992,DebtCon,Self,3,0,0,149.8746257,2,26,43.19724206,INDO00713
0,10200,57142,72664,DebtCon,,19,0,0,158.1858039,1,12,32.49748842,INDO00717
0,10200,65803,85155,HomeImp,Other,15,0,0,218.4817546,0,36,36.18219201,JPN00002
0,10200,79257,105912,HomeImp,ProfExe,3,0,0,95.35537249,0,33,39.3913652,JPN00005
0,10200,,64377,HomeImp,Other,,0,0,347.2450131,0,6,37.77468156,JPN00008
0,10300,61000,75000,DebtCon,Office,12,0,0,251.5333333,4,37,,JPN00011
0,10300,51787,86200,HomeImp,Other,17,0,0,203.7327626,0,16,34.43524605,JPN00014
0,10300,,69085,HomeImp,Other,,0,0,380.2780405,0,7,36.73982022,JPN00017
0,10300,58572,75946,DebtCon,Office,5,0,0,85.01005286,2,14,27.76943894,JPN00020
0,10300,50714,56088,DebtCon,Office,1,0,0,163.0891482,1,21,37.97305537,JPN00023
0,10300,74624,96697,DebtCon,Office,7,0,0,217.2353212,3,28,41.51130079,JPN00026
0,10300,82889,97189,DebtCon,Mgr,2,0,0,82.50744621,2,24,39.53698719,JPN00029
0,10400,66044,83531,HomeImp,Office,12,0,0,241.5141532,0,31,45.56984265,JPN00031
0,10400,62442,73197,DebtCon,ProfExe,8,0,0,47.61067763,1,24,38.88482776,JPN00034
0,10400,56610,86831,HomeImp,Other,19,0,0,190.0848295,0,28,24.60265855,JPN00037
0,10400,64336,77564,DebtCon,Office,4,2,3,188.7800761,2,30,39.69998047,JPN00040
0,10400,37233,52320,DebtCon,Other,15,0,0,88.67732863,0,11,31.05643679,JPN00043
0,10400,39821,54040,HomeImp,Mgr,21,1,0,231.6054114,1,18,36.43973673,JPN00046
0,10400,78320,100017,DebtCon,Other,10,0,0,167.4225397,4,21,41.97487828,JPN00049
1,10400,42714,72322,DebtCon,Other,12,0,0,105.0748016,6,15,41.26235347,JPN00052
0,10500,60145,63268,HomeImp,Other,4,0,0,122.4960779,0,34,36.73687075,JPN00055
0,10500,,73388,HomeImp,Other,,0,0,367.2308638,0,7,36.84217463,JPN00058
0,10500,53537,66674,DebtCon,Office,4,0,0,83.5030948,2,11,37.09841345,JPN00060
1,10500,57880,66802,DebtCon,Other,2,0,0,94.59842526,8,21,45.46476584,JPN00063
0,10500,63130,71387,DebtCon,Other,3,0,2,305.556928,0,10,32.1779167,JPN00066
1,10500,,18600,HomeImp,Other,24,,,,,,,JPN00069
0,10500,74000,89000,DebtCon,Mgr,6,0,0,138.0333333,2,27,,JPN00072
0,10500,69656,88198,DebtCon,Office,15,0,0,97.31940617,0,8,27.32239655,JPN00075
1,10500,89000,268000,HomeImp,ProfExe,,4,,120.8,2,15,,JPN00078
0,10500,42003,53754,DebtCon,Other,16,0,0,84.55110419,0,12,32.34295932,JPN00081
0,10500,47483,53877,DebtCon,,9,0,0,117.0523947,0,26,21.44628171,JPN00084
0,10500,34044,55784,DebtCon,Other,10,0,0,245.1308598,1,32,36.35032943,JPN00087
0,10500,27180,86978,HomeImp,ProfExe,22,0,0,230.7211544,0,10,25.75301023,JPN00089
0,10600,37742,64334,DebtCon,Mgr,,,,,,,37.54125788,JPN00092
0,10600,31216,44716,DebtCon,Other,8,,1,149.1946475,6,29,37.88226039,JPN00095
0,10600,54344,92742,HomeImp,Other,19,0,0,171.205079,0,28,24.55320617,JPN00098
1,10600,61294,82646,DebtCon,ProfExe,5,0,4,87.85916929,2,13,36.39514815,JPN00101
0,10600,46589,64559,HomeImp,Other,8,0,0,85.23087649,2,33,40.45139254,JPN00104
0,10600,28264,86546,HomeImp,ProfExe,20,0,0,244.140509,0,11,24.20235008,JPN00107
0,10600,61513,73143,DebtCon,ProfExe,2,0,0,164.5676555,2,34,43.20495313,JPN00110
1,10600,53200,71000,DebtCon,ProfExe,2,0,0,224.2333333,5,39,,JPN00113
1,10600,22000,35200,DebtCon,Mgr,13,0,0,90.33333333,5,14,,JPN00116
0,10600,43676,61576,DebtCon,Other,6,0,0,84.83912605,1,10,30.8681375,JPN00118
0,10600,63245,82041,DebtCon,Office,3,1,3,184.5725782,3,29,38.21903431,JPN00121
0,10600,73844,107640,HomeImp,ProfExe,3,0,0,92.97949051,0,34,37.31928931,JPN00124
0,10600,120137,137090,DebtCon,ProfExe,17,,1,173.6904615,0,33,30.95890574,JPN00127
0,10600,83217,101359,DebtCon,Mgr,1,0,0,54.74662201,2,24,40.76038718,JPN00130
0,10600,72022,82238,DebtCon,Office,5,1,2,181.7689404,3,30,39.59414827,JPN00133
0,10700,85198,107044,HomeImp,ProfExe,0,0,0,66.75832547,0,19,36.84646682,JPN00136
0,10700,83650,203720,HomeImp,Self,11,0,0,13.58869396,,8,19.58771055,JPN00139
0,10700,124330,176350,DebtCon,Other,8,0,0,222.6343393,1,19,33.96477734,JPN00142
0,10700,59588,69166,HomeImp,Other,6,0,0,133.9065052,0,17,36.18085758,JPN00145
1,10700,34000,49756,HomeImp,Other,0.9,1,0,230.3,8,8,,JPN00147
0,10700,67523,85560,DebtCon,Sales,5,0,0,126.8429349,0,35,26.00166533,JPN00150
0,10700,50210,64838,HomeImp,Other,9,0,0,95.03916828,2,34,40.39623344,JPN00153
0,10700,29569,47842,DebtCon,Other,12,,1,144.8171746,7,28,36.78458201,JPN00156
0,10800,199000,226000,HomeImp,ProfExe,11,0,0,236.3666667,0,22,,JPN00159
0,10800,98568,121994,,Office,15,0,0,270.2651653,0,16,33.65829222,JPN00162
1,10800,35602,73077,DebtCon,Self,,0,1,179.89656,1,20,53.58488301,JPN00165
0,10800,70214,83882,DebtCon,Office,4,1,2,172.7993009,3,30,38.58882359,JPN00168
0,10800,49254,80527,HomeImp,Other,2,0,2,202.5374304,0,13,29.55158314,JPN00171
0,10800,75378,86060,DebtCon,Mgr,6,0,0,102.6650708,0,23,30.09500969,JPN00174
0,10800,61791,78361,DebtCon,Office,5,0,0,94.51806778,2,15,28.08852465,JPN00176
0,10800,83441,92148,DebtCon,Mgr,5,0,0,119.145844,1,26,40.97863532,JPN00179
0,10800,67171,82138,HomeImp,Other,2,0,0,89.12452631,0,6,38.8031464,JPN00182
0,10800,42191,57224,DebtCon,Other,15,0,0,68.81082617,0,11,30.51822975,JPN00185
0,10800,61767,72668,DebtCon,ProfExe,15,0,0,228.9854532,3,32,37.91433471,JPN00188
1,10900,86754,110000,DebtCon,ProfExe,13,0,2,103.4333333,0,19,,JPN00191
0,10900,,76207,,,,,,,,,22.3926116,JPN00194
0,10900,49406,83074,HomeImp,Other,1,0,1,191.8151231,0,13,30.12455569,JPN00197
0,10900,51990,76918,HomeImp,Other,0,0,1,180.8181023,0,12,29.55540653,JPN00200
0,11000,14046,34777,DebtCon,Other,5,0,0,256.634152,0,11,22.44794332,JPN00203
0,11000,88252,112567,DebtCon,Other,11,0,0,224.7155765,2,15,39.52685236,JPN00205
1,11000,60513,110485,DebtCon,Mgr,3,1,1,126.7719289,1,17,40.03139332,JPN00208
0,11000,48538,63805,DebtCon,Other,9,0,0,88.60602346,0,22,38.0261511,JPN00211
0,11000,50716,61492,DebtCon,Other,3,0,1,90.23032976,0,20,38.25586202,JPN00214
1,11000,77517,86214,HomeImp,ProfExe,2,2,0,352.3791379,0,28,28.03021421,JPN00217
0,11000,56795,70014,DebtCon,Other,3,0,1,319.7957713,0,10,33.59617086,JPN00220
1,11000,45000,63775,DebtCon,Other,14,0,0,173.1666667,0,18,,JPN00223
